,Name,Year,Genre,Director,Star1,Star2,Star3,Star4,Star5,Runtime,Rating,Metascore,IMDB rating,Votes,Gross,Inflation adjusted,numStarW,numStarN,starWon,starNom,numMovieW,numMovieN,numOtherW,numOtherN
11670,King of California,2007,24,Mike Cahill,Michael Douglas,Evan Rachel Wood,Willis Burks II,Laura Kachergus,,93,0,63,6.7,21269,260000,316951,1,0,0,0,0,0,0,0
11671,The Man Who Fell to Earth,1976,340,Nicolas Roeg,David Bowie,Rip Torn,Candy Clark,Buck Henry,,139,8,81,6.7,21269,100000,444152,0,1,0,0,0,0,0,0
11672,The Astronaut Farmer,2006,28,Michael Polish,Billy Bob Thornton,Virginia Madsen,Bruce Dern,Max Thieriot,,104,0,55,6.3,21252,11000000,13792009,0,4,0,0,0,0,0,0
11673,Barefoot,2014,79,Andrew Fleming,Evan Rachel Wood,Scott Speedman,J.K. Simmons,Treat Williams,,90,8,22,6.6,21243,10000,10677,0,0,0,0,0,0,0,0
11674,Obvious Child,2014,79,Gillian Robespierre,Jenny Slate,Jake Lacy,Gaby Hoffmann,Gabe Liedman,,84,0,76,6.8,21225,3120000,3331175,0,0,0,0,0,0,0,0
11675,Running with Scissors,2006,24,Ryan Murphy,Joseph Cross,Annette Bening,Brian Cox,Gwyneth Paltrow,,116,2,52,6.2,21224,6750000,8463279,1,3,0,0,0,0,0,0
11676,Van Wilder 2: The Rise of Taj,2006,53,Mort Nathan,Kal Penn,Lauren Cohan,Daniel Percival,Glen Barry,,97,6,21,4.8,21186,4260000,5341269,0,0,0,0,0,0,0,0
11677,Friend Request,2016,34,Simon Verhoeven,Alycia Debnam-Carey,William Moseley,Connor Paolo,Brit Morgan,,92,2,31,5.3,21180,3760000,3959780,0,0,0,0,0,0,0,0
11678,Angel Eyes,2001,1,Luis Mandoki,Jennifer Lopez,Jim Caviezel,Jeremy Sisto,Terrence Howard,,102,2,39,5.6,21173,24040000,34316666,0,0,0,0,0,0,0,0
11679,Breaking and Entering,2006,158,Anthony Minghella,Jude Law,Robin Wright,Vera Farmiga,Martin Freeman,,120,6,56,6.5,21156,930000,1166052,0,2,0,0,0,0,0,0
11680,The Pyramid,2014,101,Grégory Levasseur,Ashley Hinshaw,James Buckley,Denis O'Hare,Christa Nicola,,89,2,24,4.6,21149,2760000,2946808,0,0,0,0,0,0,0,0
11681,Love in the Time of Cholera,2007,1,Mike Newell,Javier Bardem,Giovanna Mezzogiorno,Benjamin Bratt,Gina Bernard Forbes,,139,2,43,6.4,21135,4610000,5619792,0,1,0,0,0,0,0,0
11682,London,2005,1,Hunter Richards,Jessica Biel,Chris Evans,Jason Statham,Joy Bryant,,92,6,24,6.6,21091,10000,12943,0,0,0,0,0,0,0,0
11683,Nights in Rodanthe,2008,1,George C. Wolfe,Diane Lane,Richard Gere,Christopher Meloni,Viola Davis,,97,0,39,6.0,21089,41850000,49130799,0,1,0,0,0,0,0,0
11684,The Wife,2017,11,Björn Runge,Glenn Close,Jonathan Pryce,Max Irons,Christian Slater,,99,2,77,7.2,21086,9570000,9868278,0,6,0,0,0,0,0,0
11685,Dare mo shiranai,2004,11,Hirokazu Koreeda,Yûya Yagira,Ayu Kitaura,Hiei Kimura,Momoko Shimizu,,141,8,88,8.1,21067,680000,909961,0,0,0,0,0,0,0,0
11686,Little Manhattan,2005,170,Mark Levin,Josh Hutcherson,Charlotte Ray Rosenberg,Bradley Whitford,Cynthia Nixon,,84,0,52,7.6,21061,380000,491821,0,0,0,0,0,0,0,0
11687,Elegy,2008,1,Isabel Coixet,Ben Kingsley,Penélope Cruz,Patricia Clarkson,Dennis Hopper,,112,2,66,6.8,21043,3580000,4202826,1,6,0,0,0,0,0,0
11688,A Prairie Home Companion,2006,61,Robert Altman,Lily Tomlin,Meryl Streep,Woody Harrelson,John C. Reilly,,105,0,75,6.8,20961,20340000,25502679,2,14,0,0,0,0,0,0
11689,Love & Friendship,2016,79,Whit Stillman,Kate Beckinsale,Chloë Sevigny,Xavier Samuel,Emma Greenwell,,90,1,87,6.4,20941,14010000,14754394,0,1,0,0,0,0,0,0
11690,Stomp the Yard,2007,168,Sylvain White,Columbus Short,Meagan Good,Ne-Yo,Darrin Dewitt Henson,,109,0,44,5.3,20927,61360000,74800522,0,0,0,0,0,0,0,0
11691,Jungle 2 Jungle,1997,52,John Pasquin,Tim Allen,Martin Short,JoBeth Williams,Lolita Davidovich,,105,0,42,5.1,20927,59930000,94369484,0,0,0,0,0,0,0,0
11692,Strange Days,1995,3,Kathryn Bigelow,Ralph Fiennes,Angela Bassett,Juliette Lewis,Tom Sizemore,,145,6,66,7.2,62042,7920000,13136968,0,3,0,0,0,0,0,0
11693,Arbitrage,2012,17,Nicholas Jarecki,Richard Gere,Susan Sarandon,Brit Marling,Tim Roth,,107,2,73,6.6,46476,7920000,8719112,1,5,0,0,0,0,0,0
11694,Miracle at St. Anna,2008,134,Spike Lee,Derek Luke,Michael Ealy,Laz Alonso,Omar Benson Miller,,160,3,37,6.0,17033,7920000,9297872,0,0,0,0,0,0,0,0
11695,Serial Mom,1994,224,John Waters,Kathleen Turner,Sam Waterston,Ricki Lake,Matthew Lillard,,95,6,64,6.7,24431,7880000,13437306,0,2,0,0,0,0,0,0
11696,City of Ember,2008,16,Gil Kenan,Saoirse Ronan,Toby Jones,Bill Murray,David Ryall,,90,0,58,6.5,59263,7870000,9239173,0,2,0,0,0,0,0,0
11697,Trumbo,2015,68,Jay Roach,Bryan Cranston,Diane Lane,Helen Mirren,Louis C.K.,,124,0,60,7.5,67924,7860000,8382055,1,4,0,1,0,0,0,0
11698,The Ice Storm,1997,11,Ang Lee,Kevin Kline,Joan Allen,Sigourney Weaver,Henry Czerny,,112,6,72,7.5,50576,7840000,12345349,1,4,0,0,0,0,0,0
11699,The Space Between Us,2017,82,Peter Chelsom,Gary Oldman,Asa Butterfield,Carla Gugino,Britt Robertson,,120,0,33,6.4,39909,7830000,8074045,0,1,0,0,0,0,0,0
11700,The Little Drummer Girl,1984,315,George Roy Hill,Diane Keaton,Yorgo Voyagis,Klaus Kinski,Sami Frey,,130,2,54,6.1,1775,7830000,19051243,1,1,0,0,0,0,0,0
11701,The Night Listener,2006,46,Patrick Stettner,Robin Williams,Toni Collette,Rory Culkin,Joe Morton,,91,6,51,5.9,14013,7830000,9817403,1,4,0,0,0,0,0,0
11702,Dead Calm,1989,34,Phillip Noyce,Nicole Kidman,Sam Neill,Billy Zane,Rod Mullinar,,96,6,70,6.8,33712,7830000,15964829,0,0,0,0,0,0,0,0
11703,Vampire Academy,2014,184,Mark Waters,Zoey Deutch,Lucy Fry,Danila Kozlovsky,Gabriel Byrne,,104,0,31,5.5,48928,7790000,8317260,0,0,0,0,0,0,0,0
11704,Slither,2006,245,James Gunn,Nathan Fillion,Elizabeth Banks,Michael Rooker,Don Thompson,,95,3,69,6.5,69125,7770000,9742174,0,0,0,0,0,0,0,0
11705,Sirens,1994,79,John Duigan,Hugh Grant,Tara Fitzgerald,Sam Neill,Elle Macpherson,,94,7,64,5.8,9270,7770000,13249729,0,0,0,0,0,0,0,0
11706,Bad Words,2013,24,Jason Bateman,Jason Bateman,Kathryn Hahn,Allison Janney,Rohan Chand,,89,2,57,6.7,43761,7760000,8419634,0,0,0,0,0,0,0,0
11707,In Bruges,2008,109,Martin McDonagh,Colin Farrell,Brendan Gleeson,Ciarán Hinds,Elizabeth Berrington,,107,3,67,7.9,358068,7760000,9110036,0,0,0,0,0,0,0,0
11708,The Return,2006,18,Asif Kapadia,Sarah Michelle Gellar,Sam Shepard,Peter O'Brien,Adam Scott,,85,8,38,4.8,11095,7750000,9717098,0,1,0,0,0,0,0,0
11709,Being Julia,2004,79,István Szabó,Annette Bening,Michael Gambon,Maury Chaykin,Jeremy Irons,,104,2,65,7.0,11502,7740000,10357496,1,2,0,1,0,0,0,0
11710,"The Cook, the Thief, His Wife & Her Lover",1989,22,Peter Greenaway,Richard Bohringer,Michael Gambon,Helen Mirren,Alan Howard,,124,3,62,7.6,31364,7720000,15740547,0,0,0,0,0,0,0,0
11711,The Collector,2009,34,Marcus Dunstan,Josh Stewart,Andrea Roth,Juan Fernández,William Prael,,90,3,29,6.4,52105,7710000,9083634,0,0,0,0,0,0,0,0
11712,Loving,2016,147,Jeff Nichols,Ruth Negga,Joel Edgerton,Will Dalton,Dean Mumford,,123,0,79,7.0,27537,7700000,8109124,0,0,0,1,0,0,0,0
11713,Elle s'appelait Sarah,2010,41,Gilles Paquet-Brenner,Kristin Scott Thomas,Mélusine Mayance,Niels Arestrup,Frédéric Pierrot,,111,0,59,7.5,14978,7690000,8913879,0,1,0,0,0,0,0,0
11714,The Imaginarium of Doctor Parnassus,2009,124,Terry Gilliam,Christopher Plummer,Lily Cole,Heath Ledger,Andrew Garfield,,123,0,65,6.8,137803,7690000,9060070,1,1,0,0,0,0,0,0
11715,The Order,2003,18,Brian Helgeland,Heath Ledger,Mark Addy,Shannyn Sossamon,Benno Fürmann,,102,2,21,5.2,16223,7660000,10524870,0,0,0,0,0,0,0,0
11716,Strangers on a Train,1951,250,Alfred Hitchcock,Farley Granger,Robert Walker,Ruth Roman,Leo G. Carroll,,101,0,88,8.0,113076,7630000,74203768,0,0,0,0,0,0,0,0
11717,Date Movie,2006,53,Aaron Seltzer,Jason Friedberg,Alyson Hannigan,Adam Campbell,Fred Willard,Jennifer Coolidge,83,0,11,2.8,54422,48550000,60872915,0,0,0,0,0,0,0,0
11718,Bobby,2006,42,Emilio Estevez,Anthony Hopkins,Demi Moore,Sharon Stone,Harry Belafonte,,117,6,54,7.0,39932,11240000,14092926,1,4,0,0,0,0,0,0
11719,Afternoon Delight,2013,24,Jill Soloway,Kathryn Hahn,Josh Radnor,Juno Temple,Jane Lynch,,98,6,50,5.8,8850,170000,184451,0,0,0,0,0,0,0,0
11720,The Boys from Brazil,1978,17,Franklin J. Schaffner,Gregory Peck,Laurence Olivier,James Mason,Lilli Palmer,,125,6,40,7.0,23335,19000000,73619258,2,14,0,1,0,0,0,0
11721,Strangerland,2015,48,Kim Farrant,Nicole Kidman,Joseph Fiennes,Hugo Weaving,Lisa Flanagan,,112,6,42,5.2,7834,20000,21328,1,2,0,0,0,0,0,0
11722,Boksuneun naui geot,2002,129,Chan-wook Park,Kang-ho Song,Ha-kyun Shin,Doona Bae,Ji-Eun Lim,,129,6,56,7.7,55505,50000,70260,0,0,0,0,0,0,0,0
11723,Bad Words,2013,24,Jason Bateman,Jason Bateman,Kathryn Hahn,Allison Janney,Rohan Chand,,89,2,57,6.7,43761,7760000,8419634,0,0,0,0,0,0,0,0
11724,The Gate,1987,246,Tibor Takács,Stephen Dorff,Christa Denton,Louis Tripp,Kelly Rowan,,85,2,55,6.0,12768,13540000,30119809,0,0,0,0,0,0,0,0
11725,The Invasion,2007,96,Oliver Hirschbiegel,James McTeigue,Nicole Kidman,Daniel Craig,Jeremy Northam,Jackson Bond,99,2,45,5.9,70883,15070000,18370989,1,1,0,0,0,0,0,0
11726,The Last Unicorn,1982,50,Jules Bass,Arthur Rankin Jr.,Jeff Bridges,Mia Farrow,Angela Lansbury,Alan Arkin,92,1,70,7.5,22093,6460000,16920479,0,7,0,0,0,0,0,0
11727,Bad Santa,2003,109,Terry Zwigoff,Billy Bob Thornton,Bernie Mac,Lauren Graham,John Ritter,,91,3,70,7.1,126696,60060000,82522676,0,2,0,0,0,0,0,0
11728,The Kid,2000,21,Jon Turteltaub,Bruce Willis,Spencer Breslin,Emily Mortimer,Lily Tomlin,,104,1,45,6.1,37888,69690000,102292727,0,1,0,0,0,0,0,0
11729,Employee of the Month,2006,53,Greg Coolidge,Jessica Simpson,Dane Cook,Dax Shepard,Andy Dick,,103,8,36,5.5,41334,28440000,35658614,0,0,0,0,0,0,0,0
11730,The Case for Christ,2017,68,Jon Gunn,Erika Christensen,Faye Dunaway,Frankie Faison,Robert Forster,,112,1,50,6.2,6211,14680000,15137546,1,3,0,0,0,0,0,0
11731,The Tuxedo,2002,178,Kevin Donovan,Jackie Chan,Jennifer Love Hewitt,Jason Isaacs,Debi Mazar,,98,0,30,5.4,72440,50550000,71032613,0,0,0,0,0,0,0,0
11732,Bridget Jones: The Edge of Reason,2004,79,Beeban Kidron,Renée Zellweger,Colin Firth,Hugh Grant,Gemma Jones,,108,6,44,6.0,94775,40230000,53834890,1,2,0,0,0,0,0,0
11733,Albert Nobbs,2011,1,Rodrigo García,Glenn Close,Mia Wasikowska,Aaron Taylor-Johnson,Antonia Campbell-Hughes,,113,2,57,6.7,22061,3010000,3382274,0,5,0,1,0,0,0,0
11734,How to Lose Friends & Alienate People,2008,26,Robert B. Weide,Simon Pegg,Kirsten Dunst,Megan Fox,Kelan Pannell,,110,2,35,6.4,65327,2780000,3263647,0,0,0,0,0,0,0,0
11735,Clouds of Sils Maria,2014,11,Olivier Assayas,Juliette Binoche,Kristen Stewart,Chloë Grace Moretz,Lars Eidinger,,124,0,78,6.7,24350,1810000,1932508,1,1,0,0,0,0,0,0
11736,Madea Goes to Jail,2009,109,Tyler Perry,Tyler Perry,Keshia Knight Pulliam,Derek Luke,David Mann,,103,8,50,4.4,10777,90490000,106611934,0,0,0,0,0,0,0,0
11737,Critters 2,1988,245,Mick Garris,Scott Grimes,Liane Curtis,Terrence Mann,Don Keith Opper,,86,2,48,5.4,12327,3810000,8143304,0,0,0,0,0,0,0,0
11738,Alice Doesn't Live Here Anymore,1974,1,Martin Scorsese,Ellen Burstyn,Kris Kristofferson,Mia Bendixsen,Alfred Lutter III,,112,0,78,7.4,18341,17600000,90219362,0,2,1,0,0,0,0,0
11739,Fletch,1985,228,Michael Ritchie,Chevy Chase,Joe Don Baker,Dana Wheeler-Nicholson,Richard Libertini,,98,9,68,6.9,43384,50610000,118923057,0,0,0,0,0,0,0,0
11740,Halloween: The Curse of Michael Myers,1995,34,Joe Chappelle,Donald Pleasence,Paul Rudd,Marianne Hagan,Mitchell Ryan,,87,5,10,4.9,27254,15120000,25079667,0,0,0,0,0,0,0,0
11741,"War, Inc.",2008,142,Joshua Seftel,John Cusack,Marisa Tomei,Hilary Duff,Joan Cusack,,107,6,37,5.7,20900,580000,680905,1,3,0,0,0,0,0,0
11742,Aus dem Nichts,2017,27,Fatih Akin,Numan Acar,Adam Bousdoukos,Diane Kruger,Denis Moschitto,,106,2,65,7.1,20898,320000,329974,0,0,0,0,0,0,0,0
11743,Get Low,2009,146,Aaron Schneider,Robert Duvall,Bill Murray,Sissy Spacek,Lucas Black,,103,0,77,7.1,20893,9180000,10815533,2,11,0,0,0,0,0,0
11744,About Last Night,2014,53,Steve Pink,Kevin Hart,Michael Ealy,Regina Hall,Joy Bryant,,100,2,62,6.1,20880,48640000,51932161,0,0,0,0,0,0,0,0
11745,Manderlay,2005,11,Lars von Trier,Bryce Dallas Howard,Isaach De Bankolé,Danny Glover,Willem Dafoe,,139,2,46,7.4,20876,80000,103541,0,2,0,0,0,0,0,0
11746,The Importance of Being Earnest,2002,79,Oliver Parker,Rupert Everett,Colin Firth,Frances O'Connor,Reese Witherspoon,,97,0,60,6.8,20876,8380000,11775535,0,0,0,0,0,0,0,0
11747,Good Kill,2014,137,Andrew Niccol,Ethan Hawke,January Jones,Zoë Kravitz,Fatima El Bahraouy,,102,2,63,6.4,20860,320000,341659,0,1,0,0,0,0,0,0
11748,Junebug,2005,24,Phil Morrison,Embeth Davidtz,Alessandro Nivola,David Kuhn,Alicia Van Couvering,,106,2,80,7.0,20857,2680000,3468634,0,0,0,0,0,0,0,0
11749,Swimming with Sharks,1994,70,George Huang,Kevin Spacey,Frank Whaley,Michelle Forbes,Benicio Del Toro,,93,6,66,7.1,20836,380000,647992,0,0,0,0,0,0,0,0
11750,Juice,1992,3,Ernest R. Dickerson,Omar Epps,Tupac Shakur,Jermaine 'Huggy' Hopkins,Khalil Kain,,95,8,60,7.1,20799,20150000,36297209,0,0,0,0,0,0,0,0
11751,Laws of Attraction,2004,53,Peter Howitt,Pierce Brosnan,Julianne Moore,Parker Posey,Michael Sheen,,90,0,38,5.9,20794,17850000,23886473,0,3,0,0,0,0,0,0
11752,Little Boy,2015,133,Alejandro Monteverde,Jakob Salvati,Emily Watson,David Henrie,Michael Rapaport,,106,8,30,7.4,20783,6420000,6846411,0,2,0,0,0,0,0,0
11753,Silver Bullet,1985,83,Daniel Attias,Gary Busey,Everett McGill,Corey Haim,Megan Follows,,95,3,26,6.4,20779,5400000,12688886,0,1,0,0,0,0,0,0
11754,Reservation Road,2007,27,Terry George,Joaquin Phoenix,Mark Ruffalo,Jennifer Connelly,Elle Fanning,,102,2,46,6.7,20767,120000,146285,1,2,0,0,0,0,0,0
11755,Free Birds,2013,5,Jimmy Hayward,Woody Harrelson,Owen Wilson,Dan Fogler,Amy Poehler,,91,1,38,5.9,20752,55750000,60488998,0,2,0,0,0,0,0,0
11756,Psycho II,1983,148,Richard Franklin,Anthony Perkins,Vera Miles,Meg Tilly,Robert Loggia,,113,6,54,6.5,20739,34730000,88135909,0,1,0,0,0,0,0,0
11757,Material Girls,2006,170,Martha Coolidge,Hilary Duff,Haylie Duff,Anjelica Huston,Maria Conchita Alonso,,98,0,17,3.9,20732,11440000,14343690,1,2,0,0,0,0,0,0
11758,Ricki and the Flash,2015,61,Jonathan Demme,Meryl Streep,Kevin Kline,Mamie Gummer,Sebastian Stan,,101,0,54,5.9,20717,26820000,28601362,4,16,0,0,0,0,0,0
11759,Silent House,2011,110,Chris Kentis,Laura Lau,Elizabeth Olsen,Adam Trese,Eric Sheffer Stevens,Julia Chan,86,2,49,5.3,20704,12560000,14113411,0,0,0,0,0,0,0,0
11760,Surviving Christmas,2004,53,Mike Mitchell,Ben Affleck,Christina Applegate,James Gandolfini,Catherine O'Hara,,91,0,19,5.4,20704,11660000,15603152,0,0,0,0,0,0,0,0
11761,Glitter,2001,168,Vondie Curtis-Hall,Mariah Carey,Eric Benét,Max Beesley,Da Brat,,104,0,14,2.2,20680,4270000,6095348,0,0,0,0,0,0,0,0
11762,Under Suspicion,2000,27,Stephen Hopkins,Morgan Freeman,Gene Hackman,Thomas Jane,Monica Bellucci,,110,8,43,6.5,20645,260000,381635,2,6,0,0,0,0,0,0
11763,Last Days,2005,94,Gus Van Sant,Michael Pitt,Lukas Haas,Asia Argento,Scott Patrick Green,,97,2,67,5.8,20577,450000,582420,0,0,0,0,0,0,0,0
11764,On Deadly Ground,1994,39,Steven Seagal,Steven Seagal,Michael Caine,Joan Chen,John C. McGinley,,101,3,33,4.5,20569,38590000,65805282,1,3,0,0,0,0,0,0
11765,Spring,2014,334,Justin Benson,Aaron Moorhead,Lou Taylor Pucci,Nadia Hilker,Francesco Carnelutti,Nick Nevern,109,2,70,6.7,20548,50000,53384,0,0,0,0,0,0,0,0
11766,Brokedown Palace,1999,48,Jonathan Kaplan,Claire Danes,Kate Beckinsale,Bill Pullman,Jacqueline Kim,,100,8,44,6.4,20532,10110000,15340827,0,0,0,0,0,0,0,0
11767,Down to Earth,2001,104,Chris Weitz,Paul Weitz,Chris Rock,Regina King,Chazz Palminteri,Eugene Levy,87,0,32,5.4,20528,64190000,91630067,0,1,0,0,0,0,0,0
11768,Wind Chill,2007,155,Gregory Jacobs,Emily Blunt,Ashton Holmes,Martin Donovan,Ned Bellamy,,91,6,52,5.9,20521,20000,24381,0,0,0,0,0,0,0,0
11769,Mortdecai,2015,35,David Koepp,Johnny Depp,Gwyneth Paltrow,Ewan McGregor,Olivia Munn,,107,0,27,5.5,60580,7610000,8115450,1,3,0,0,0,0,0,0
11770,Promised Land,2012,11,Gus Van Sant,Matt Damon,Frances McDormand,John Krasinski,Hal Holbrook,,106,2,55,6.6,34441,7600000,8366824,1,6,0,0,0,0,0,0
11771,While We're Young,2014,261,Noah Baumbach,Ben Stiller,Naomi Watts,Adam Driver,Amanda Seyfried,,97,2,77,6.3,40859,7570000,8082370,0,2,0,0,0,0,0,0
11772,Hackers,1995,109,Iain Softley,Jonny Lee Miller,Angelina Jolie,Jesse Bradford,Matthew Lillard,,107,0,46,6.2,61083,7560000,12539833,0,0,0,0,0,0,0,0
11773,Over Her Dead Body,2008,112,Jeff Lowell,Eva Longoria,Paul Rudd,Lake Bell,Jason Biggs,,95,8,30,5.2,22981,7560000,8875241,0,0,0,0,0,0,0,0
11774,Cidade de Deus,2002,22,Fernando Meirelles,Kátia Lund,Alexandre Rodrigues,Leandro Firmino,Matheus Nachtergaele,Phellipe Haagensen,130,3,79,8.6,635795,7560000,10623275,0,0,0,0,0,0,0,0
11775,El cantante,2006,95,Leon Ichaso,Marc Anthony,Jennifer Lopez,John Ortiz,Manny Perez,,106,6,46,5.5,4455,7560000,9478872,0,0,0,0,0,0,0,0
11776,Proof,2005,146,John Madden,Gwyneth Paltrow,Anthony Hopkins,Hope Davis,Jake Gyllenhaal,,100,0,64,6.8,40753,7520000,9732884,2,3,0,0,0,0,0,0
11777,Barney's Version,2010,24,Richard J. Lewis,Paul Giamatti,Rosamund Pike,Jake Hoffman,Macha Grenon,,134,2,67,7.3,22925,7500000,8693640,0,1,0,0,0,0,0,0
11778,Nothing Like the Holidays,2008,79,Alfredo Rodriguez de Villa,John Leguizamo,Freddy Rodríguez,Debra Messing,Alfred Molina,,98,8,50,6.1,3455,7500000,8804803,0,0,0,0,0,0,0,0
11779,The Sugarland Express,1974,22,Steven Spielberg,Goldie Hawn,Ben Johnson,Michael Sacks,William Atherton,,110,0,65,6.8,13675,7500000,38445751,2,0,0,0,0,0,0,0
11780,The Cowboys,1972,118,Mark Rydell,John Wayne,Roscoe Lee Browne,Bruce Dern,Colleen Dewhurst,,134,0,52,7.4,11902,7500000,45333499,1,1,0,0,0,0,0,0
11781,Big Jake,1971,97,George Sherman,John Wayne,John Wayne,Richard Boone,Maureen O'Hara,Patrick Wayne,110,0,57,7.2,9874,7500000,46816937,2,2,0,0,0,0,0,0
11782,I Know Who Killed Me,2007,33,Chris Sivertson,Lindsay Lohan,Julia Ormond,Neal McDonough,Bonnie Aarons,,105,3,16,3.6,24723,7500000,9142828,0,0,0,0,0,0,0,0
11783,The Curse of the Jade Scorpion,2001,228,Woody Allen,Greg Stebner,Woody Allen,John Tormey,John Schuck,,103,0,52,6.8,35550,7500000,10706115,1,6,0,0,0,0,0,0
11784,The Man Who Wasn't There,2001,22,Joel Coen,Ethan Coen,Billy Bob Thornton,Frances McDormand,Michael Badalucco,James Gandolfini,116,2,73,7.6,96645,7490000,10691840,1,4,0,0,0,0,0,0
11785,Martian Child,2007,102,Menno Meyjes,John Cusack,Amanda Peet,Bobby Coleman,Sophie Okonedo,,106,1,48,6.8,19102,7490000,9130637,0,1,0,0,0,0,0,0
11786,A Good Year,2006,79,Ridley Scott,Russell Crowe,Abbie Cornish,Albert Finney,Marion Cotillard,,117,8,47,7.0,81841,7460000,9353490,1,7,0,0,0,0,0,0
11787,Cyrus,2010,79,Jay Duplass,Mark Duplass,John C. Reilly,Marisa Tomei,Jonah Hill,Catherine Keener,91,2,74,6.3,32333,7460000,8647274,1,5,0,0,0,0,0,0
11788,Taking Woodstock,2009,26,Ang Lee,Demetri Martin,Henry Goodman,Edward Hibbert,Imelda Staunton,,120,2,55,6.7,27029,7440000,8765530,0,1,0,0,0,0,0,0
11789,Disconnect,2012,17,Henry Alex Rubin,Jason Bateman,Jonah Bobo,Haley Ramm,Hope Davis,,115,6,64,7.5,69645,7440000,8190681,0,0,0,0,0,0,0,0
11790,Maximum Overdrive,1986,232,Stephen King,Emilio Estevez,Pat Hingle,Laura Harrington,Yeardley Smith,,98,2,24,5.4,27224,7430000,17133760,0,0,0,0,0,0,0,0
11791,I'll See You in My Dreams,2015,79,Brett Haley,Blythe Danner,Martin Starr,Sam Elliott,Malin Akerman,,92,0,75,6.7,6172,7430000,7923494,0,0,0,0,0,0,0,0
11792,Kids,1995,11,Larry Clark,Leo Fitzpatrick,Justin Pierce,Chloë Sevigny,Sarah Henderson,,91,5,63,7.0,67031,7420000,12307614,0,0,0,0,0,0,0,0
11793,Doogal,2006,5,Dave Borthwick,Jean Duval,Frank Passingham,Jon Stewart,Judi Dench,Daniel Tay,85,1,23,2.8,4294,7380000,9253185,1,4,0,0,0,0,0,0
11794,Paranoia,2013,17,Robert Luketic,Liam Hemsworth,Gary Oldman,Harrison Ford,Amber Heard,,106,0,32,5.7,32918,7380000,8007333,0,2,0,0,0,0,0,0
11795,It Runs in the Family,2003,79,Fred Schepisi,Kirk Douglas,Michael Douglas,Bernadette Peters,Rory Culkin,,109,2,44,5.6,4414,7380000,10140149,1,3,0,0,0,0,0,0
11796,The Squid and the Whale,2005,24,Noah Baumbach,Owen Kline,Jeff Daniels,Laura Linney,Jesse Eisenberg,,81,2,82,7.4,68887,7360000,9525802,0,2,0,0,0,0,0,0
11797,Julieta,2016,156,Pedro Almodóvar,Emma Suárez,Adriana Ugarte,Daniel Grao,Inma Cuesta,,99,2,73,7.1,23930,1490000,1569168,0,0,0,0,0,0,0,0
11798,La leggenda del pianista sull'oceano,1998,168,Giuseppe Tornatore,Tim Roth,Pruitt Taylor Vince,Mélanie Thierry,Bill Nunn,,170,6,58,8.1,51139,260000,403154,0,1,0,0,0,0,0,0
11799,Purple Rain,1984,186,Albert Magnoli,Prince,Apollonia Kotero,Morris Day,Olga Karlatos,,111,4,55,6.5,17410,68390000,166400323,0,0,0,0,0,0,0,0
11800,Falcon Rising,2014,49,Ernie Barbarash,Michael Jai White,Neal McDonough,Jimmy Navarro,Millie Ruperto,,103,6,49,5.8,6828,10000,10677,0,0,0,0,0,0,0,0
11801,2046,2004,60,Kar-Wai Wong,Tony Chiu-Wai Leung,Ziyi Zhang,Faye Wong,Li Gong,,129,2,78,7.5,46608,260000,347926,0,0,0,0,0,0,0,0
11802,Above the Law,1988,3,Andrew Davis,Steven Seagal,Pam Grier,Henry Silva,Ron Dean,,99,6,45,6.0,26068,18870000,40331798,0,0,0,0,0,0,0,0
11803,Joe Versus the Volcano,1990,53,John Patrick Shanley,Tom Hanks,Meg Ryan,Lloyd Bridges,Robert Stack,,102,1,45,5.8,31675,39400000,76219580,0,2,0,0,0,0,0,0
11804,Friday the 13th Part VII: The New Blood,1988,34,John Carl Buechler,Terry Kiser,Jennifer Banko,John Otrin,Susan Blu,,88,6,13,5.3,27691,19170000,40973003,0,0,0,0,0,0,0,0
11805,Breath,2017,87,Simon Baker,Elizabeth Debicki,Simon Baker,Richard Roxburgh,Rachael Blake,,115,2,71,6.8,1715,40000,41247,0,0,0,0,0,0,0,0
11806,Sunshine Cleaning,2008,24,Christine Jeffs,Amy Adams,Emily Blunt,Alan Arkin,Jason Spevack,,91,2,61,6.9,66508,12060000,14158123,1,3,0,0,0,0,0,0
11807,Total Eclipse,1995,147,Agnieszka Holland,Leonardo DiCaprio,David Thewlis,Romane Bohringer,Dominique Blanc,,111,6,42,6.6,12186,340000,563961,0,1,0,0,0,0,0,0
11808,Jenny's Wedding,2015,79,Mary Agnes Donoghue,Katherine Heigl,Tom Wilkinson,Linda Emond,Grace Gummer,,94,8,33,5.5,9262,0,0,0,2,0,0,0,0,0,0
11809,Cadillac Man,1990,70,Roger Donaldson,Robin Williams,Tim Robbins,Pamela Reed,Fran Drescher,,97,2,50,5.6,12265,27630000,53450431,0,2,0,0,0,0,0,0
11810,Turbo Kid,2015,8,François Simard,Anouk Whissell,Yoann-Karl Whissell,Munro Chambers,Laurence Leboeuf,Michael Ironside,93,3,60,6.7,23606,50000,53321,0,0,0,0,0,0,0,0
11811,Kill Me Three Times,2014,224,Kriv Stenders,Simon Pegg,Teresa Palmer,Alice Braga,Luke Hemsworth,,90,6,30,5.9,17886,20000,21354,0,0,0,0,0,0,0,0
