,Name,Year,Genre,Director,Star1,Star2,Star3,Star4,Star5,Runtime,Rating,Metascore,IMDB rating,Votes,Gross,Inflation adjusted,numStarW,numStarN,starWon,starNom,numMovieW,numMovieN,numOtherW,numOtherN
139,The Usual Suspects,1995,46,Bryan Singer,Kevin Spacey,Gabriel Byrne,Chazz Palminteri,Stephen Baldwin,,106,2,77,8.6,894505,23340000,38714247,0,1,1,0,0,0,0,0
140,Terminator 2: Judgment Day,1991,36,James Cameron,Arnold Schwarzenegger,Linda Hamilton,Edward Furlong,Robert Patrick,,137,2,75,8.5,894466,204840000,380164600,0,0,0,0,0,0,0,0
141,Kill Bill: Vol. 1,2003,13,Quentin Tarantino,Uma Thurman,David Carradine,Daryl Hannah,Michael Madsen,,111,3,69,8.1,893269,70100000,96317675,0,1,0,0,0,0,0,0
142,WALL·E,2008,47,Andrew Stanton,Ben Burtt,Elissa Knight,Jeff Garlin,Fred Willard,,98,1,95,8.4,892005,223810000,262747051,0,0,0,0,0,0,0,0
143,Goodfellas,1990,32,Martin Scorsese,Robert De Niro,Ray Liotta,Joe Pesci,Lorraine Bracco,,146,4,89,8.7,891343,46840000,90612312,2,3,0,0,0,0,0,0
144,Braveheart,1995,42,Mel Gibson,Mel Gibson,Sophie Marceau,Patrick McGoohan,Angus Macfadyen,,178,3,68,8.4,881341,75600000,125398333,0,0,0,0,0,0,0,0
145,Finding Nemo,2003,5,Andrew Stanton,Lee Unkrich,Albert Brooks,Ellen DeGeneres,Alexander Gould,Willem Dafoe,100,1,90,8.1,855624,380840000,523275654,0,3,0,0,0,0,0,0
146,Star Wars: Episode VI - Return of the Jedi,1983,0,Richard Marquand,Mark Hamill,Harrison Ford,Carrie Fisher,Billy Dee Williams,,131,1,58,8.3,849349,309130000,784493332,0,0,0,0,0,0,0,0
147,Iron Man,2008,2,Jon Favreau,Robert Downey Jr.,Gwyneth Paltrow,Terrence Howard,Jeff Bridges,,126,0,79,7.9,839779,318410000,373804962,1,6,0,0,0,0,0,0
148,The Sixth Sense,1999,48,M. Night Shyamalan,Bruce Willis,Haley Joel Osment,Toni Collette,Olivia Williams,,107,2,64,8.1,834807,293510000,445369548,0,0,0,2,0,0,0,0
149,Batman v Superman: Dawn of Justice,2016,0,Zack Snyder,Ben Affleck,Henry Cavill,Amy Adams,Jesse Eisenberg,,151,0,44,6.5,567377,330360000,347913022,0,6,0,0,0,0,0,0
150,Forrest Gump,1994,1,Robert Zemeckis,Tom Hanks,Robin Wright,Gary Sinise,Sally Field,,142,0,82,8.8,1582123,330250000,563156116,3,1,1,1,0,0,0,0
151,It,2017,34,Andy Muschietti,Bill Skarsgård,Jaeden Martell,Finn Wolfhard,Sophia Lillis,,135,2,69,7.4,342709,327480000,337686897,0,0,0,0,0,0,0,0
152,Suicide Squad,2016,0,David Ayer,Will Smith,Jared Leto,Margot Robbie,Viola Davis,,123,0,40,6.1,520651,325100000,342373543,1,4,0,0,0,0,1,0
153,Star Wars,1977,0,George Lucas,Mark Hamill,Harrison Ford,Carrie Fisher,Alec Guinness,,121,2,90,8.6,1106108,322740000,1345946696,1,1,0,1,0,0,0,0
154,Shrek the Third,2007,5,Chris Miller,Raman Hui,Mike Myers,Cameron Diaz,Eddie Murphy,Antonio Banderas,93,0,58,6.1,251695,320710000,390959509,0,1,0,0,0,0,0,0
155,Transformers,2007,2,Michael Bay,Shia LaBeouf,Megan Fox,Josh Duhamel,Tyrese Gibson,,144,2,61,7.1,565566,319070000,388960277,0,0,0,0,0,0,0,0
156,Iron Man,2008,2,Jon Favreau,Robert Downey Jr.,Gwyneth Paltrow,Terrence Howard,Jeff Bridges,,126,0,79,7.9,839779,318410000,373804962,1,6,0,0,0,0,0,0
157,Harry Potter and the Sorcerer's Stone,2001,16,Chris Columbus,Daniel Radcliffe,Rupert Grint,Richard Harris,Maggie Smith,,152,0,64,7.6,562277,317580000,453339721,2,5,0,0,0,0,0,0
158,Indiana Jones and the Kingdom of the Crystal Skull,2008,49,Steven Spielberg,Harrison Ford,Cate Blanchett,Shia LaBeouf,Karen Allen,,122,0,65,6.2,388404,317100000,372267056,1,4,0,0,0,0,0,0
159,The Lord of the Rings: The Fellowship of the Ring,2001,10,Peter Jackson,Elijah Wood,Ian McKellen,Orlando Bloom,Sean Bean,,178,2,92,8.8,1486888,315540000,450427658,0,1,0,1,0,0,0,0
160,Thor: Ragnarok,2017,8,Taika Waititi,Chris Hemsworth,Tom Hiddleston,Cate Blanchett,Mark Ruffalo,,130,0,74,7.9,444259,315060000,324879790,2,7,0,0,0,0,0,0
161,The Lion King,1994,50,Roger Allers,Rob Minkoff,Matthew Broderick,Jeremy Irons,James Earl Jones,Whoopi Goldberg,88,1,83,8.5,819587,312900000,533570170,2,2,0,0,0,0,0,0
162,Iron Man 2,2010,2,Jon Favreau,Robert Downey Jr.,Mickey Rourke,Gwyneth Paltrow,Don Cheadle,,124,0,57,7.0,639374,312430000,362153862,1,4,0,0,0,0,0,0
163,Star Wars: Episode II - Attack of the Clones,2002,0,George Lucas,Hayden Christensen,Natalie Portman,Ewan McGregor,Christopher Lee,,142,0,54,6.6,567107,310680000,436566019,0,0,0,0,0,0,0,0
164,Pirates of the Caribbean: At World's End,2007,0,Gore Verbinski,Johnny Depp,Orlando Bloom,Keira Knightley,Geoffrey Rush,,169,0,50,7.1,551019,309420000,377196505,1,5,0,0,0,0,0,0
165,Star Wars: Episode VI - Return of the Jedi,1983,0,Richard Marquand,Mark Hamill,Harrison Ford,Carrie Fisher,Billy Dee Williams,,131,1,58,8.3,849349,309130000,784493332,0,0,0,0,0,0,0,0
166,Independence Day,1996,2,Roland Emmerich,Will Smith,Bill Pullman,Jeff Goldblum,Mary McDonnell,,145,0,59,7.0,490788,306170000,493384553,0,2,0,0,0,0,0,0
167,Pirates of the Caribbean: The Curse of the Black Pearl,2003,0,Gore Verbinski,Johnny Depp,Geoffrey Rush,Orlando Bloom,Keira Knightley,,143,2,63,8.0,954400,305410000,419634538,1,2,0,1,0,0,0,0
168,Skyfall,2012,39,Sam Mendes,Daniel Craig,Javier Bardem,Naomie Harris,Judi Dench,,143,2,81,7.8,587661,304360000,335069298,2,7,0,0,0,0,0,0
169,The Hobbit: An Unexpected Journey,2012,16,Peter Jackson,Martin Freeman,Ian McKellen,Richard Armitage,Andy Serkis,,169,0,58,7.9,714606,303000000,333572077,0,2,0,0,0,0,0,0
170,Harry Potter and the Half-Blood Prince,2009,16,David Yates,Daniel Radcliffe,Emma Watson,Rupert Grint,Michael Gambon,,153,0,78,7.6,411799,301960000,355757979,0,0,0,0,0,0,0,0
171,The Twilight Saga: Eclipse,2010,10,David Slade,Kristen Stewart,Robert Pattinson,Taylor Lautner,Xavier Samuel,,124,0,58,5.0,209492,300530000,348359954,0,0,0,0,0,0,0,0
172,The Twilight Saga: New Moon,2009,10,Chris Weitz,Kristen Stewart,Robert Pattinson,Taylor Lautner,Christina Jastrzembska,,130,8,44,4.7,246391,296620000,349466591,0,0,0,0,0,0,0,0
173,Harry Potter and the Deathly Hallows: Part 1,2010,51,David Yates,Daniel Radcliffe,Emma Watson,Rupert Grint,Bill Nighy,,146,0,65,7.7,418336,295980000,343085812,0,0,0,0,0,0,0,0
174,The Sixth Sense,1999,48,M. Night Shyamalan,Bruce Willis,Haley Joel Osment,Toni Collette,Olivia Williams,,107,2,64,8.1,834807,293510000,445369548,0,0,0,2,0,0,0,0
175,Up,2009,5,Pete Docter,Bob Peterson,Edward Asner,Jordan Nagai,John Ratzenberger,Christopher Plummer,96,1,88,8.3,831786,293000000,345201642,0,0,0,0,0,0,0,0
176,Inception,2010,2,Christopher Nolan,Leonardo DiCaprio,Joseph Gordon-Levitt,Ellen Page,Ken Watanabe,,148,0,74,8.8,1810174,292580000,339144695,0,5,0,0,0,0,0,0
177,The Twilight Saga: Breaking Dawn - Part 2,2012,10,Bill Condon,Kristen Stewart,Robert Pattinson,Taylor Lautner,Peter Facinelli,,115,0,52,5.5,212881,292300000,321792469,0,0,0,0,0,0,0,0
178,Harry Potter and the Order of the Phoenix,2007,16,David Yates,Daniel Radcliffe,Emma Watson,Rupert Grint,Brendan Gleeson,,138,0,71,7.5,446959,292000000,355960764,0,0,0,0,0,0,0,0
179,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,16,Andrew Adamson,Tilda Swinton,Georgie Henley,William Moseley,Skandar Keynes,,143,0,75,6.9,336353,291710000,377550493,0,0,0,0,0,0,0,0
180,Man of Steel,2013,2,Zack Snyder,Henry Cavill,Amy Adams,Michael Shannon,Diane Lane,,143,0,55,7.1,639248,291050000,315790543,0,6,0,0,0,0,0,0
181,Star Wars: Episode V - The Empire Strikes Back,1980,0,Irvin Kershner,Mark Hamill,Harrison Ford,Carrie Fisher,Billy Dee Williams,,124,1,82,8.8,1036362,290480000,890948342,0,0,0,0,0,0,0,0
182,Harry Potter and the Goblet of Fire,2005,16,Mike Newell,Daniel Radcliffe,Emma Watson,Rupert Grint,Eric Sykes,,157,0,81,7.7,481799,290010000,375350240,0,0,0,0,0,0,0,0
183,"Monsters, Inc.",2001,5,Pete Docter,David Silverman,Lee Unkrich,Billy Crystal,John Goodman,Mary Gibbs,92,1,78,8.1,728420,289920000,413855570,0,0,0,0,0,0,0,0
184,Home Alone,1990,52,Chris Columbus,Macaulay Culkin,Joe Pesci,Daniel Stern,John Heard,,103,1,63,7.5,402527,285760000,552804748,0,1,0,0,0,0,0,0
185,The Hunger Games: Mockingjay - Part 2,2015,2,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Woody Harrelson,,137,0,65,6.6,247185,281720000,300431606,1,4,0,0,0,0,0,0
186,The Matrix Reloaded,2003,36,Lana Wachowski,Lilly Wachowski,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Hugo Weaving,138,2,62,7.2,473409,281490000,386768364,0,1,0,0,0,0,0,0
187,The Twilight Saga: Breaking Dawn - Part 1,2011,10,Bill Condon,Kristen Stewart,Robert Pattinson,Taylor Lautner,Gil Birmingham,,117,0,45,4.9,206280,281290000,316079731,0,0,0,0,0,0,0,0
188,Meet the Fockers,2004,53,Jay Roach,Ben Stiller,Robert De Niro,Blythe Danner,Teri Polo,,115,0,41,6.3,236477,279260000,373699513,2,4,0,0,0,0,0,0
189,The Hangover,2009,29,Todd Phillips,Zach Galifianakis,Bradley Cooper,Justin Bartha,Ed Helms,,100,3,73,7.7,663355,277320000,326728053,0,0,0,0,0,0,0,0
190,Gravity,2013,54,Alfonso Cuarón,Sandra Bullock,George Clooney,Ed Harris,Orto Ignatiussen,,91,0,96,7.7,700329,274090000,297388867,2,8,0,1,0,0,0,0
191,Sing,2016,25,Garth Jennings,Christophe Lourdelet,Matthew McConaughey,Reese Witherspoon,Seth MacFarlane,Scarlett Johansson,108,1,59,7.1,112861,270400000,284767167,2,1,0,0,0,0,1,0
192,Monsters University,2013,5,Dan Scanlon,Billy Crystal,John Goodman,Steve Buscemi,Helen Mirren,,104,1,65,7.3,287915,268490000,291312842,1,3,0,0,0,0,0,0
193,Shrek,2001,5,Andrew Adamson,Vicky Jenson,Mike Myers,Eddie Murphy,Cameron Diaz,John Lithgow,90,0,84,7.9,554559,267670000,382094096,0,2,0,0,0,0,0,0
194,Despicable Me 3,2017,15,Kyle Balda,Pierre Coffin,Eric Guillon,Steve Carell,Kristen Wiig,Trey Parker,89,0,49,6.3,88686,264620000,272867676,0,1,0,0,0,0,0,0
195,The Amazing Spider-Man,2012,2,Marc Webb,Andrew Garfield,Emma Stone,Rhys Ifans,Irrfan Khan,,136,0,66,7.0,519161,262030000,288468288,0,0,0,0,0,0,0,0
196,Harry Potter and the Chamber of Secrets,2002,16,Chris Columbus,Daniel Radcliffe,Rupert Grint,Emma Watson,Richard Harris,,161,0,63,7.4,485941,261990000,368147068,0,2,0,0,0,0,0,0
197,The Incredibles,2004,15,Brad Bird,Craig T. Nelson,Samuel L. Jackson,Holly Hunter,Jason Lee,,115,1,90,8.0,592306,261440000,349853186,1,4,0,0,0,0,0,0
198,How the Grinch Stole Christmas,2000,21,Ron Howard,Jim Carrey,Taylor Momsen,Kelley,Jeffrey Tambor,,104,1,46,6.1,181882,260040000,381693224,0,0,0,0,0,0,0,0
199,Forrest Gump,1994,1,Robert Zemeckis,Tom Hanks,Robin Wright,Gary Sinise,Sally Field,,142,0,82,8.8,1582123,330250000,563156116,3,1,1,1,0,0,0,0
200,What We Do in the Shadows,2014,55,Jemaine Clement,Taika Waititi,Jemaine Clement,Taika Waititi,Cori Gonzalez-Macuer,Jonny Brugh,86,2,76,7.7,120628,3330000,3555388,0,0,0,0,0,0,0,0
201,X-Men: Apocalypse,2016,2,Bryan Singer,James McAvoy,Michael Fassbender,Jennifer Lawrence,Nicholas Hoult,,144,0,52,7.0,346281,155440000,163698996,1,5,0,0,0,0,0,0
202,The Lost City of Z,2016,56,James Gray,Charlie Hunnam,Robert Pattinson,Sienna Miller,Tom Holland,,141,2,78,6.6,64852,8580000,9035881,0,0,0,0,0,0,0,0
203,Life,2017,57,Daniel Espinosa,Jake Gyllenhaal,Rebecca Ferguson,Ryan Reynolds,Hiroyuki Sanada,,104,2,54,6.6,178084,30230000,31172209,0,1,0,0,0,0,0,0
204,Split,2016,34,M. Night Shyamalan,James McAvoy,Anya Taylor-Joy,Haley Lu Richardson,Jessica Sula,,117,2,62,7.3,339729,138290000,145637764,0,0,0,0,0,0,0,0
205,Titanic,1997,1,James Cameron,Leonardo DiCaprio,Kate Winslet,Billy Zane,Kathy Bates,,194,0,75,7.8,942640,659330000,1038221796,1,2,0,1,0,0,0,0
206,The Wolf of Wall Street,2013,32,Martin Scorsese,Leonardo DiCaprio,Jonah Hill,Margot Robbie,Matthew McConaughey,,180,3,75,8.2,1016815,116900000,126837019,0,4,0,2,0,0,0,0
207,Hacksaw Ridge,2016,42,Mel Gibson,Andrew Garfield,Sam Worthington,Luke Bracey,Teresa Palmer,,139,5,71,8.1,357759,67210000,70781070,0,0,0,1,0,1,2,1
208,Baywatch,2017,35,Seth Gordon,Dwayne Johnson,Zac Efron,Alexandra Daddario,Priyanka Chopra,,116,2,37,5.6,130569,58060000,59869614,0,0,0,0,0,0,0,0
209,Iron Man Three,2013,2,Shane Black,Robert Downey Jr.,Guy Pearce,Gwyneth Paltrow,Don Cheadle,,130,0,62,7.2,674102,409010000,443777666,1,3,0,0,0,0,0,0
210,The Matrix,1999,36,Lana Wachowski,Lilly Wachowski,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Hugo Weaving,136,2,73,8.7,1483124,171480000,260202276,0,1,0,0,0,0,0,0
211,Inglourious Basterds,2009,40,Quentin Tarantino,Eli Roth,Brad Pitt,Diane Kruger,Eli Roth,Mélanie Laurent,153,3,69,8.3,1101665,120540000,142015720,0,2,0,0,0,0,0,0
212,Star Wars: Episode VIII - The Last Jedi,2017,0,Rian Johnson,Daisy Ridley,John Boyega,Mark Hamill,Carrie Fisher,,152,0,85,7.2,449820,620180000,639509770,0,0,0,0,0,0,0,0
213,The Goonies,1985,58,Richard Donner,Sean Astin,Josh Brolin,Jeff Cohen,Corey Feldman,,114,0,60,7.8,214116,61500000,144512310,0,0,0,0,0,0,0,0
214,American Beauty,1999,11,Sam Mendes,Kevin Spacey,Annette Bening,Thora Birch,Wes Bentley,,122,3,86,8.4,979043,130100000,197412620,1,1,1,1,0,0,0,0
215,Doctor Strange,2016,0,Scott Derrickson,Benedict Cumberbatch,Chiwetel Ejiofor,Rachel McAdams,Benedict Wong,,115,0,72,7.5,489333,232640000,245000864,0,3,0,0,0,0,0,1
216,Watchmen,2009,59,Zack Snyder,Jackie Earle Haley,Patrick Wilson,Carla Gugino,Malin Akerman,,162,3,56,7.6,450288,107510000,126664261,0,1,0,0,0,0,0,0
217,The Silence of the Lambs,1991,27,Jonathan Demme,Jodie Foster,Anthony Hopkins,Lawrence A. Bonney,Kasi Lemmons,,118,3,85,8.6,1113825,130740000,242641671,1,1,2,0,0,0,0,0
218,The Dark Knight Rises,2012,6,Christopher Nolan,Christian Bale,Tom Hardy,Anne Hathaway,Gary Oldman,,164,2,78,8.4,1367915,448140000,493356405,1,2,0,0,0,0,0,0
219,Moonlight,2016,11,Barry Jenkins,Mahershala Ali,Naomie Harris,Trevante Rhodes,Alex R. Hibbert,,111,2,99,7.4,221965,27850000,29329754,0,0,1,1,1,0,1,3
220,Call Me by Your Name,2017,1,Luca Guadagnino,Armie Hammer,Timothée Chalamet,Michael Stuhlbarg,Amira Casar,,132,2,93,7.9,147349,18100000,18664141,0,0,0,0,0,1,1,1
221,The Upside,2017,24,Neil Burger,Kevin Hart,Bryan Cranston,Nicole Kidman,Aja Naomi King,,126,0,46,6.4,12876,105960000,109262561,1,4,0,0,0,0,0,0
222,Pet Sematary,1989,34,Mary Lambert,Dale Midkiff,Denise Crosby,Fred Gwynne,Brad Greenquist,,103,3,38,6.6,79060,57470000,117177361,0,0,0,0,0,0,0,0
223,Legally Blonde,2001,53,Robert Luketic,Reese Witherspoon,Luke Wilson,Selma Blair,Matthew Davis,,96,0,59,6.3,162154,96520000,137780559,0,0,0,0,0,0,0,0
224,Aladdin,1992,5,Ron Clements,John Musker,Scott Weinger,Robin Williams,Linda Larkin,Jonathan Freeman,90,1,86,8.0,314555,217350000,391523492,0,3,0,0,0,0,0,0
225,Gone Girl,2014,48,David Fincher,Ben Affleck,Rosamund Pike,Neil Patrick Harris,Tyler Perry,,149,3,79,8.1,749638,167770000,179125382,0,0,0,1,0,0,0,0
226,Passengers,2016,60,Morten Tyldum,Jennifer Lawrence,Chris Pratt,Michael Sheen,Laurence Fishburne,,116,0,41,7.0,303971,100010000,105323833,1,4,0,0,0,0,0,2
227,Thor: The Dark World,2013,0,Alan Taylor,Chris Hemsworth,Natalie Portman,Tom Hiddleston,Stellan Skarsgård,,112,0,54,7.0,524792,206360000,223901516,1,1,0,0,0,0,0,0
228,Deadpool,2016,8,Tim Miller,Ryan Reynolds,Morena Baccarin,T.J. Miller,Ed Skrein,,108,2,65,8.0,803656,363070000,382361003,0,0,0,0,0,0,0,0
229,La La Land,2016,61,Damien Chazelle,Ryan Gosling,Emma Stone,Rosemarie DeWitt,J.K. Simmons,,128,0,93,8.0,425211,151100000,159128398,1,2,1,1,0,1,4,6
230,Schindler's List,1993,42,Steven Spielberg,Liam Neeson,Ralph Fiennes,Ben Kingsley,Caroline Goodall,,195,4,93,8.9,1069829,96070000,168094162,1,1,0,2,0,0,0,0
231,The Lion King,1994,50,Roger Allers,Rob Minkoff,Matthew Broderick,Jeremy Irons,James Earl Jones,Whoopi Goldberg,88,1,83,8.5,819587,312900000,533570170,2,2,0,0,0,0,0,0
232,Wonder,2017,62,Stephen Chbosky,Jacob Tremblay,Owen Wilson,Izabela Vidovic,Julia Roberts,,113,0,66,8.0,107550,132420000,136547267,1,3,0,0,0,0,0,1
233,Dodgeball: A True Underdog Story,2004,63,Rawson Marshall Thurber,Ben Stiller,Christine Taylor,Vince Vaughn,Rip Torn,,92,0,55,6.7,211783,114330000,152993860,0,1,0,0,0,0,0,0
234,Power Rangers,2017,2,Dean Israelite,Dacre Montgomery,Naomi Scott,RJ Cyler,Ludi Lin,,124,0,44,6.0,89998,85070000,87721462,0,0,0,0,0,0,0,0
235,The Martian,2015,28,Ridley Scott,Matt Damon,Jessica Chastain,Kristen Wiig,Kate Mara,,144,0,80,8.0,667107,228430000,243602129,0,4,0,1,0,1,0,5
236,Alien,1979,64,Ridley Scott,Sigourney Weaver,Tom Skerritt,John Hurt,Veronica Cartwright,,116,6,89,8.5,702829,78900000,274787751,0,1,0,0,0,0,0,0
237,The Lord of the Rings: The Return of the King,2003,10,Peter Jackson,Elijah Wood,Viggo Mortensen,Ian McKellen,Orlando Bloom,,201,2,94,8.9,1470319,377850000,519167382,0,2,0,0,0,0,0,0
238,Top Gun,1986,65,Tony Scott,Tom Cruise,Tim Robbins,Kelly McGillis,Val Kilmer,,110,1,50,6.9,258744,179800000,414623155,0,0,0,0,0,0,0,0
239,The Godfather: Part II,1974,22,Francis Ford Coppola,Al Pacino,Robert De Niro,Robert Duvall,Diane Keaton,,202,0,90,9.0,982908,57300000,293725536,0,3,0,0,0,0,0,0
240,The Hangover,2009,29,Todd Phillips,Zach Galifianakis,Bradley Cooper,Justin Bartha,Ed Helms,,100,3,73,7.7,663355,277320000,326728053,0,0,0,0,0,0,0,0
241,Batman v Superman: Dawn of Justice,2016,0,Zack Snyder,Ben Affleck,Henry Cavill,Amy Adams,Jesse Eisenberg,,151,0,44,6.5,567377,330360000,347913022,0,6,0,0,0,0,0,0
242,Iron Man 2,2010,2,Jon Favreau,Robert Downey Jr.,Mickey Rourke,Gwyneth Paltrow,Don Cheadle,,124,0,57,7.0,639374,312430000,362153862,1,4,0,0,0,0,0,0
243,Avatar,2009,0,James Cameron,Sam Worthington,Zoe Saldana,Sigourney Weaver,Michelle Rodriguez,,162,0,83,7.8,1031306,760510000,896004440,0,2,0,0,0,0,0,0
244,Harry Potter and the Deathly Hallows: Part 2,2011,10,David Yates,Daniel Radcliffe,Emma Watson,Rupert Grint,Michael Gambon,,130,0,87,8.1,681874,381010000,428133024,0,0,0,0,0,0,0,0
245,Up,2009,5,Pete Docter,Bob Peterson,Edward Asner,Jordan Nagai,John Ratzenberger,Christopher Plummer,96,1,88,8.3,831786,293000000,345201642,0,0,0,0,0,0,0,0
246,The Truman Show,1998,66,Peter Weir,Jim Carrey,Ed Harris,Laura Linney,Noah Emmerich,,103,0,90,8.1,826528,125620000,194785408,0,1,0,1,0,0,0,0
247,The Lion King,1994,50,Roger Allers,Rob Minkoff,Matthew Broderick,Jeremy Irons,James Earl Jones,Whoopi Goldberg,88,1,83,8.5,819587,312900000,533570170,2,2,0,0,0,0,0,0
248,One Flew Over the Cuckoo's Nest,1975,11,Milos Forman,Jack Nicholson,Louise Fletcher,Will Sampson,Michael Berryman,,133,8,80,8.7,819407,112000000,526027723,0,4,0,0,0,0,0,0
249,Eternal Sunshine of the Spotless Mind,2004,60,Michel Gondry,Jim Carrey,Kate Winslet,Tom Wilkinson,Gerry Robert Byrne,,108,2,89,8.3,813680,34400000,46033314,0,4,0,1,0,0,0,0
250,Reservoir Dogs,1992,27,Quentin Tarantino,Harvey Keitel,Tim Roth,Michael Madsen,Chris Penn,,99,3,79,8.3,810352,2830000,5097821,0,1,0,0,0,0,0,0
251,Deadpool,2016,8,Tim Miller,Ryan Reynolds,Morena Baccarin,T.J. Miller,Ed Skrein,,108,2,65,8.0,803656,363070000,382361003,0,0,0,0,0,0,0,0
252,Raiders of the Lost Ark,1981,49,Steven Spielberg,Harrison Ford,Karen Allen,Paul Freeman,John Rhys-Davies,,115,8,85,8.5,800184,248160000,689851973,0,0,0,0,0,0,0,0
253,The Hunger Games,2012,2,Gary Ross,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Stanley Tucci,,142,0,68,7.2,788848,408010000,449177370,0,2,0,0,0,0,0,0
254,Toy Story,1995,5,John Lasseter,Tom Hanks,Tim Allen,Don Rickles,Jim Varney,,81,1,95,8.3,779208,191800000,318140215,2,1,0,0,0,0,0,0
255,Star Wars: Episode VII - The Force Awakens,2015,0,J.J. Abrams,Daisy Ridley,John Boyega,Oscar Isaac,Domhnall Gleeson,,136,0,81,8.0,775155,936660000,998872170,0,0,0,0,0,0,0,0
256,Jurassic Park,1993,9,Steven Spielberg,Sam Neill,Laura Dern,Jeff Goldblum,Richard Attenborough,,127,0,68,8.1,772290,402450000,704168789,1,1,0,0,0,0,0,0
257,The Shining,1980,67,Stanley Kubrick,Jack Nicholson,Shelley Duvall,Danny Lloyd,Scatman Crothers,,146,6,63,8.4,767813,44020000,135016339,1,4,0,0,0,0,0,0
258,Mad Max: Fury Road,2015,2,George Miller,Tom Hardy,Charlize Theron,Nicholas Hoult,Zoë Kravitz,,120,2,90,8.1,767250,154060000,164292536,1,1,0,0,0,1,6,2
259,A Beautiful Mind,2001,68,Ron Howard,Russell Crowe,Ed Harris,Jennifer Connelly,Christopher Plummer,,135,0,72,8.2,760828,170740000,243728270,1,4,1,1,0,0,0,0
260,No Country for Old Men,2007,27,Ethan Coen,Joel Coen,Tommy Lee Jones,Javier Bardem,Josh Brolin,Woody Harrelson,122,3,91,8.1,756965,74280000,90550567,1,4,1,0,0,0,0,0
261,Good Will Hunting,1997,1,Gus Van Sant,Robin Williams,Matt Damon,Ben Affleck,Stellan Skarsgård,,126,2,70,8.3,755110,138430000,217980439,0,3,1,1,0,0,0,0
262,Gone Girl,2014,48,David Fincher,Ben Affleck,Rosamund Pike,Neil Patrick Harris,Tyler Perry,,149,3,79,8.1,749638,167770000,179125382,0,0,0,1,0,0,0,0
263,Slumdog Millionaire,2008,1,Danny Boyle,Loveleen Tandan,Dev Patel,Freida Pinto,Saurabh Shukla,Anil Kapoor,120,2,86,8.0,740223,141320000,165905962,0,0,0,0,0,0,0,0
264,"Monsters, Inc.",2001,5,Pete Docter,David Silverman,Lee Unkrich,Billy Crystal,John Goodman,Mary Gibbs,92,1,78,8.1,728420,289920000,413855570,0,0,0,0,0,0,0,0
265,The Terminator,1984,36,James Cameron,Arnold Schwarzenegger,Linda Hamilton,Michael Biehn,Paul Winfield,,107,6,84,8.0,720114,38400000,93431385,0,1,0,0,0,0,0,0
266,The Hobbit: An Unexpected Journey,2012,16,Peter Jackson,Martin Freeman,Ian McKellen,Richard Armitage,Andy Serkis,,169,0,58,7.9,714606,303000000,333572077,0,2,0,0,0,0,0,0
267,Sin City,2005,69,Frank Miller,Robert Rodriguez,Quentin Tarantino,Mickey Rourke,Clive Owen,Bruce Willis,124,6,74,8.0,711907,74100000,95905151,0,2,0,0,0,0,0,0
268,Die Hard,1988,6,John McTiernan,Bruce Willis,Alan Rickman,Bonnie Bedelia,Reginald VelJohnson,,132,6,72,8.2,711654,83010000,177421440,0,0,0,0,0,0,0,0
269,Snatch,2000,70,Guy Ritchie,Jason Statham,Brad Pitt,Benicio Del Toro,Dennis Farina,,104,5,55,8.3,709671,30330000,44519134,0,1,0,0,0,0,0,0
270,Catch Me If You Can,2002,32,Steven Spielberg,Leonardo DiCaprio,Tom Hanks,Christopher Walken,Martin Sheen,,141,0,75,8.1,705369,164620000,231323220,3,4,0,1,0,0,0,0
271,Alien,1979,64,Ridley Scott,Sigourney Weaver,Tom Skerritt,John Hurt,Veronica Cartwright,,116,6,89,8.5,702829,78900000,274787751,0,1,0,0,0,0,0,0
272,Gravity,2013,54,Alfonso Cuarón,Sandra Bullock,George Clooney,Ed Harris,Orto Ignatiussen,,91,0,96,7.7,700329,274090000,297388867,2,8,0,1,0,0,0,0
273,Requiem for a Dream,2000,11,Darren Aronofsky,Ellen Burstyn,Jared Leto,Jennifer Connelly,Marlon Wayans,,102,6,68,8.3,691263,3640000,5342883,1,4,0,1,0,0,0,0
274,Donnie Darko,2001,54,Richard Kelly,Jake Gyllenhaal,Jena Malone,Mary McDonnell,Holmes Osborne,,113,7,88,8.1,690976,1480000,2112673,0,2,0,0,0,0,0,0
275,300,2006,71,Zack Snyder,Gerard Butler,Lena Headey,David Wenham,Dominic West,,117,3,52,7.7,685708,210610000,264066829,0,0,0,0,0,0,0,0
276,Harry Potter and the Deathly Hallows: Part 2,2011,10,David Yates,Daniel Radcliffe,Emma Watson,Rupert Grint,Michael Gambon,,130,0,87,8.1,681874,381010000,428133024,0,0,0,0,0,0,0,0
277,Iron Man Three,2013,2,Shane Black,Robert Downey Jr.,Guy Pearce,Gwyneth Paltrow,Don Cheadle,,130,0,62,7.2,674102,409010000,443777666,1,3,0,0,0,0,0,0
